tamoxifen	2.1486232258081293
favipiravir	1.9663629992992293
lopinavir	1.9589500831867435
ritonavir	1.9369067879429278
glutamic acid	1.9197723556518231
resveratrol	1.8787808002944653
remdesivir	1.8761494787122976
tenofovir	1.8695469778661291
lamivudine	1.8617526898636119
dasatinib	1.8454340178236464
zanamivir	1.8412587179230486
hydroxychloroquine	1.826923902006493
azithromycin	1.790398009238734
chloroquine	1.7403858530097391
artesunate	1.732529592075092
glutathione	1.6681673072703207
citric acid	1.6633964027096473
sunitinib	1.6530612244897958
succinic acid	1.6515965541894064
aspartic acid	1.6504923092169062
progesterone	1.6212227389522416
ascorbic acid	1.6085663927289715
carvedilol	1.6030664033467117
arsenic trioxide	1.6007021865466156
diethylstilbestrol	1.6001500640603654
nitazoxanide	1.595216643069281
valacyclovir	1.5655268414303354
erlotinib	1.5499621011684281
nelfinavir	1.5088263756799145
vinblastine	1.5079668443368512
glycine	1.4599534235133396
nafamostat	1.4539707964475208
estradiol	1.4465396784948292
bosutinib	1.4368492210118
cyclosporine	1.4237518413111565
vorinostat	1.4189123187020876
ponatinib	1.4023274086343462
theophylline	1.3945764583466056
prasterone	1.3868962929929993
topotecan	1.3851856089317298
caffeine	1.314646110721794
clozapine	1.3139948893277555
imipramine	1.2900483461100138
amiodarone	1.2782823010072986
azacitidine	1.229910043905439
vitamin e	1.2245510465552512
estradiol benzoate	1.214124425757222
verapamil	1.211580357440804
melatonin	1.210479001649289
romidepsin	1.2001727152392885
tretinoin	1.1828657988433742
imatinib	1.1696148591733735
fostamatinib	1.1130576967998131
regorafenib	1.0980229767896201
nintedanib	1.0721086124029362
valproic acid	1.0517296298655794
luteolin	1.0478717064961935
brigatinib	1.040460668351348
asenapine	1.0255745967028378
pyridoxal phosphate	1.015615156470097
amoxapine	1.0040559767259136
camostat	1.002149984030052
fludarabine phosphate	0.9995328194347115
oseltamivir carboxylic acid	0.9992992291520673
fluticasone propionate	0.999065638869423
gefitinib	0.9988320485867788
chloramphenicol	0.9983648680214903
ceftriaxone	0.9976640971735575
folic acid	0.9971969166082691
voriconazole	0.9969633263256249
clindamycin	0.9964961457603364
glutamine	0.9962625554776922
gamma-aminobutyric acid	0.9960289651950479
cyclophosphamide	0.9957953749124037
aspirin	0.9955617846297594
acetaminophen	0.9953281943471152
didanosine	0.9950946040644709
mg-132	0.9948610137818267
rifampin	0.9946274234991824
amantadine	0.9943938332165382
chlorhexidine	0.9941602429338939
famciclovir	0.9936930623686054
erythromycin	0.9934594720859612
ganciclovir	0.993225881803317
ciprofloxacin	0.9929922915206727
salicylic acid	0.9927587012380285
mycophenolate mofetil	0.9925251109553842
fosfomycin	0.9922915206727401
guanidine	0.9920579303900958
abiraterone acetate	0.9918243401074516
trimethoprim	0.9915907498248073
ibuprofen	0.9913571595421631
ribavirin	0.9908899789768746
telbivudine	0.9906563886942303
pleconaril	0.9904227984115861
vincristine	0.9899556178462976
copper	0.98989898989899
gemcitabine	0.9897220275636534
methionine	0.9894884372810091
hematoxylin	0.9892548469983649
etoposide	0.9890212567157206
isoniazid	0.9887876664330764
substance p	0.9885540761504321
prednisolone	0.9883204858677879
uridine	0.9880868955851436
rimantadine	0.9878533053024994
linezolid	0.9876197150198551
lumefantrine	0.9873861247372109
moxifloxacin	0.9871525344545667
valsartan	0.9869189441719225
mitoxantrone	0.9866853538892782
oseltamivir	0.986451763606634
methylprednisolone	0.9862181733239898
methicillin	0.9859845830413455
losartan	0.9857509927587013
xylose	0.985517402476057
paclitaxel	0.9850502219107685
mitomycin	0.9848166316281243
levofloxacin	0.9843494510628358
benzylpenicillin	0.9838822704975473
etomidate	0.983648680214903
methotrexate	0.9834150899322588
thiabendazole	0.9831814996496145
sirolimus	0.9829479093669703
montelukast	0.9824807288016818
entecavir	0.9822471385190376
colchicine	0.9820135482363934
niacin	0.9817799579537492
dihydrospingosine	0.9810791871058164
albuterol	0.9806120065405279
umifenovir	0.9801448259752394
omeprazole	0.9799112356925952
zinc	0.9797979797979798
diazepam	0.979677645409951
arbidol	0.9795918367346939
paromomycin sulfate	0.9794440551273067
dapsone	0.9792104648446625
zidovudine	0.9789768745620182
amoxicillin	0.978743284279374
doxycycline	0.9785096939967297
ergocalciferol	0.9782761037140855
cefepime	0.9780425134314412
leucine	0.977808923148797
mefloquine	0.9775753328661527
methacholine	0.9773417425835085
riboflavin	0.9771081523008642
cortisone acetate	0.9768745620182201
flucytosine	0.9766409717355758
trifluridine	0.9764073814529316
bortezomib	0.9761737911702874
sulfanilamide	0.9759402008876431
doripenem	0.9757066106049989
tacrolimus	0.9754730203223546
enrofloxacin	0.9752394300397104
somatostatin	0.9750058397570661
penicillin v	0.9745386591917776
sulbactam	0.9743050689091334
simvastatin	0.9738378883438449
butanoic acid	0.9736042980612006
mebendazole	0.9733707077785564
hypoxanthine	0.9729035272132679
rifapentine	0.9726699369306236
nicardipine hydrochloride	0.9724363466479794
deoxycholic acid	0.9719691660826909
atropine	0.9717355758000468
piperacillin	0.9715019855174025
cidofovir	0.9712683952347583
lidocaine	0.971034804952114
topiramate	0.9708012146694698
dactinomycin	0.9705676243868255
cycloheximide	0.970100443821537
quinine	0.9698668535388928
zinc chloride	0.9696969696969697
enzacamene	0.969640341749662
morin	0.9696332632562485
adefovir	0.9693996729736043
curcumin	0.96916608269096
decoquinate	0.9689324924083158
caffeic acid	0.9686989021256716
edetic acid	0.9684653118430273
acetylcysteine	0.9682883495076907
propofol	0.9682317215603831
prednisone	0.9679981312777388
calcitriol	0.9677645409950946
acyclovir	0.9675309507124503
deferoxamine	0.9672973604298061
asparagine	0.9670637701471618
fedratinib	0.9668301798645177
baloxavir marboxil	0.9665965895818734
posaconazole	0.966129409016585
furosemide	0.9658958187339407
thalidomide	0.9656622284512965
carboplatin	0.9654286381686522
hydroxyzine hydrochloride	0.965195047886008
telaprevir	0.9649614576033637
metronidazole	0.9644942770380752
phenylmethylsulfonylfluoride	0.964260686755431
piroxicam	0.9640270964727867
tenofovir disoproxil	0.9635599159074982
fluconazole	0.963326325624854
ketoconazole	0.9630927353422097
ifosfamide	0.9628591450595655
diatrizoic acid	0.9626255547769212
brefeldin a	0.962391964494277
cysteine	0.9621583742116327
fingolimod	0.9614576033637001
alfacalcidol	0.9612240130810559
nystatin	0.9609904227984116
chlorambucil	0.9605232422331231
pepstatin	0.9602896519504789
digoxin	0.9600560616678346
betamethasone acetate	0.9598224713851904
zinc acetate	0.9595959595959596
daunorubicin	0.9593552908199019
medronic acid	0.9591217005372576
diclofenac	0.9588881102546134
arginine	0.9586545199719692
sulfamethoxazole	0.9584209296893249
carboxylic acid metabolite	0.9577201588413922
thimerosal	0.9574865685587479
itraconazole	0.9572529782761037
beclomethasone	0.9567857977108152
cobicistat	0.956552207428171
propranolol	0.9563186171455268
tazobactam	0.9560850268628825
tyrosine	0.9558514365802383
sufentanil	0.955617846297594
nifedipine	0.9553842560149498
