SUNITINIB,CHEMBL.COMPOUND:CHEMBL535,0.9958127439022064
LOPINAVIR,CHEMBL.COMPOUND:CHEMBL729,0.9957065582275391
FLUDARABINE PHOSPHATE,CHEMBL.COMPOUND:CHEMBL1096882,0.9956799149513245
OSELTAMIVIR CARBOXYLIC ACID,CHEMBL.COMPOUND:CHEMBL674,0.9956729412078857
FLUTICASONE PROPIONATE,CHEMBL.COMPOUND:CHEMBL1473,0.9956656694412231
GEFITINIB,CHEMBL.COMPOUND:CHEMBL939,0.9956453144550323
REMDESIVIR,CHEMBL.COMPOUND:CHEMBL4065616,0.9956448078155518
CHLORAMPHENICOL,CHEMBL.COMPOUND:CHEMBL130,0.9956214427947998
RITONAVIR,CHEMBL.COMPOUND:CHEMBL163,0.995580643415451
IMATINIB,CHEMBL.COMPOUND:CHEMBL941,0.9955574870109558
CEFTRIAXONE,CHEMBL.COMPOUND:CHEMBL161,0.995549350976944
TOPOTECAN,CHEMBL.COMPOUND:CHEMBL84,0.9955166876316071
FOLIC ACID,CHEMBL.COMPOUND:CHEMBL1622,0.9954905211925507
VORICONAZOLE,CHEMBL.COMPOUND:CHEMBL638,0.9954699575901031
CITRIC ACID,CHEMBL.COMPOUND:CHEMBL1261,0.9954432547092438
CLINDAMYCIN,CHEMBL.COMPOUND:CHEMBL1753,0.9954236745834351
GLUTAMINE,CHEMBL.COMPOUND:CHEMBL930,0.9953601360321045
GAMMA-AMINOBUTYRIC ACID,CHEMBL.COMPOUND:CHEMBL96,0.9953591227531433
CYCLOPHOSPHAMIDE,CHEMBL.COMPOUND:CHEMBL88,0.9953484237194061
ASPIRIN,CHEMBL.COMPOUND:CHEMBL25,0.9953011274337769
ACETAMINOPHEN,CHEMBL.COMPOUND:CHEMBL112,0.9952873587608337
DIDANOSINE,CHEMBL.COMPOUND:CHEMBL1460,0.9952587485313416
MG-132,CHEMBL.COMPOUND:CHEMBL64925,0.9952234327793121
RIFAMPIN,CHEMBL.COMPOUND:CHEMBL374478,0.9952172636985779
AMANTADINE,CHEMBL.COMPOUND:CHEMBL660,0.9952139854431152
CHLORHEXIDINE,CHEMBL.COMPOUND:CHEMBL790,0.995213657617569
ASPARTIC ACID,CHEMBL.COMPOUND:CHEMBL274323,0.9952046871185303
FAMCICLOVIR,CHEMBL.COMPOUND:CHEMBL880,0.9951968193054199
ERYTHROMYCIN,CHEMBL.COMPOUND:CHEMBL532,0.9951799809932709
GANCICLOVIR,CHEMBL.COMPOUND:CHEMBL182,0.995179295539856
CIPROFLOXACIN,CHEMBL.COMPOUND:CHEMBL8,0.995159924030304
SALICYLIC ACID,CHEMBL.COMPOUND:CHEMBL424,0.9951522648334503
MYCOPHENOLATE MOFETIL,CHEMBL.COMPOUND:CHEMBL1456,0.9951066672801971
FOSFOMYCIN,CHEMBL.COMPOUND:CHEMBL1757,0.9950904548168182
GUANIDINE,CHEMBL.COMPOUND:CHEMBL821,0.995057612657547
ABIRATERONE ACETATE,CHEMBL.COMPOUND:CHEMBL271227,0.9950378239154816
TRIMETHOPRIM,CHEMBL.COMPOUND:CHEMBL22,0.9950032532215118
IBUPROFEN,CHEMBL.COMPOUND:CHEMBL521,0.9950005114078522
VALPROIC ACID,CHEMBL.COMPOUND:CHEMBL109,0.9949977695941925
RIBAVIRIN,CHEMBL.COMPOUND:CHEMBL1643,0.9949822127819061
TELBIVUDINE,CHEMBL.COMPOUND:CHEMBL374731,0.9949753284454346
PLECONARIL,CHEMBL.COMPOUND:CHEMBL29609,0.9949617087841034
HYDROXYCHLOROQUINE,CHEMBL.COMPOUND:CHEMBL1535,0.9949432909488678
VINCRISTINE,CHEMBL.COMPOUND:CHEMBL90555,0.9949366450309753
GEMCITABINE,CHEMBL.COMPOUND:CHEMBL888,0.9949265420436859
METHIONINE,CHEMBL.COMPOUND:CHEMBL42336,0.9949154257774353
HEMATOXYLIN,CHEMBL.COMPOUND:CHEMBL477197,0.9949037730693817
ETOPOSIDE,CHEMBL.COMPOUND:CHEMBL44657,0.9948984086513519
ISONIAZID,CHEMBL.COMPOUND:CHEMBL64,0.9948872923851013
SUBSTANCE P,CHEMBL.COMPOUND:CHEMBL235363,0.9948791563510895
PREDNISOLONE,CHEMBL.COMPOUND:CHEMBL131,0.9948402643203735
URIDINE,CHEMBL.COMPOUND:CHEMBL100259,0.9948246479034424
RIMANTADINE,CHEMBL.COMPOUND:CHEMBL959,0.9948223531246185
LINEZOLID,CHEMBL.COMPOUND:CHEMBL126,0.9948194026947021
LUMEFANTRINE,CHEMBL.COMPOUND:CHEMBL38827,0.9948095381259918
MOXIFLOXACIN,CHEMBL.COMPOUND:CHEMBL32,0.9948072731494904
VALSARTAN,CHEMBL.COMPOUND:CHEMBL1069,0.994803786277771
MITOXANTRONE,CHEMBL.COMPOUND:CHEMBL58,0.994797557592392
,CHEMBL.COMPOUND:CHEMBL1616372,0.9947969019412994
OSELTAMIVIR,CHEMBL.COMPOUND:CHEMBL1229,0.9947921335697174
METHYLPREDNISOLONE,CHEMBL.COMPOUND:CHEMBL650,0.9947719573974609
METHICILLIN,CHEMBL.COMPOUND:CHEMBL575,0.9947704374790192
LOSARTAN,CHEMBL.COMPOUND:CHEMBL191,0.9947697520256042
XYLOSE,CHEMBL.COMPOUND:CHEMBL502135,0.9947308003902435
CHLOROQUINE,CHEMBL.COMPOUND:CHEMBL76,0.994730144739151
PACLITAXEL,CHEMBL.COMPOUND:CHEMBL428647,0.9947278201580048
MITOMYCIN,CHEMBL.COMPOUND:CHEMBL105,0.9947188794612885
NAFAMOSTAT,CHEMBL.COMPOUND:CHEMBL273264,0.9947107136249542
LEVOFLOXACIN,CHEMBL.COMPOUND:CHEMBL33,0.994709849357605
ZANAMIVIR,CHEMBL.COMPOUND:CHEMBL222813,0.9947085082530975
BENZYLPENICILLIN,CHEMBL.COMPOUND:CHEMBL29,0.9947015941143036
ETOMIDATE,CHEMBL.COMPOUND:CHEMBL681,0.9946944117546082
METHOTREXATE,CHEMBL.COMPOUND:CHEMBL34259,0.9946762323379517
THIABENDAZOLE,CHEMBL.COMPOUND:CHEMBL625,0.9946514368057251
SIROLIMUS,CHEMBL.COMPOUND:CHEMBL413,0.9946495890617371
,CHEMBL.COMPOUND:CHEMBL1331734,0.9946276843547821
VINBLASTINE,CHEMBL.COMPOUND:CHEMBL159,0.9946267008781433
MONTELUKAST,CHEMBL.COMPOUND:CHEMBL787,0.9946225583553314
ENTECAVIR,CHEMBL.COMPOUND:CHEMBL713,0.994614452123642
COLCHICINE,CHEMBL.COMPOUND:CHEMBL107,0.9945995509624481
NIACIN,CHEMBL.COMPOUND:CHEMBL573,0.9945889413356781
XAMOTEROL FUMARATE,CHEMBL.COMPOUND:CHEMBL1329567,0.9945764243602753
CAFFEINE,CHEMBL.COMPOUND:CHEMBL113,0.9945722222328186
DIHYDROSPINGOSINE,CHEMBL.COMPOUND:CHEMBL448741,0.9945712089538574
TRETINOIN,CHEMBL.COMPOUND:CHEMBL38,0.994569331407547
ALBUTEROL,CHEMBL.COMPOUND:CHEMBL714,0.9945640861988068
GLUTAMIC ACID,CHEMBL.COMPOUND:CHEMBL575060,0.9945558607578278
UMIFENOVIR,CHEMBL.COMPOUND:CHEMBL1214598,0.9945515692234039
,CHEMBL.COMPOUND:CHEMBL3237719,0.9945494532585144
OMEPRAZOLE,CHEMBL.COMPOUND:CHEMBL1503,0.9945268630981445
DIAZEPAM,CHEMBL.COMPOUND:CHEMBL12,0.9945266544818878
PAROMOMYCIN SULFATE,CHEMBL.COMPOUND:CHEMBL2206196,0.9945247769355774
DAPSONE,CHEMBL.COMPOUND:CHEMBL1043,0.9945164918899536
ZIDOVUDINE,CHEMBL.COMPOUND:CHEMBL129,0.9945068061351776
AMOXICILLIN,CHEMBL.COMPOUND:CHEMBL1082,0.9945058524608612
DOXYCYCLINE,CHEMBL.COMPOUND:CHEMBL1433,0.9944905936717987
ERGOCALCIFEROL,CHEMBL.COMPOUND:CHEMBL1536,0.9944862127304077
CEFEPIME,CHEMBL.COMPOUND:CHEMBL186,0.9944819509983063
LEUCINE,CHEMBL.COMPOUND:CHEMBL291962,0.9944673180580139
MEFLOQUINE,CHEMBL.COMPOUND:CHEMBL416956,0.9944629669189453
METHACHOLINE,CHEMBL.COMPOUND:CHEMBL978,0.994460791349411
RIBOFLAVIN,CHEMBL.COMPOUND:CHEMBL1534,0.9944558143615723
CORTISONE ACETATE,CHEMBL.COMPOUND:CHEMBL1650,0.9944539070129395
FLUCYTOSINE,CHEMBL.COMPOUND:CHEMBL1463,0.994452565908432
TRIFLURIDINE,CHEMBL.COMPOUND:CHEMBL1129,0.9944363832473755
BORTEZOMIB,CHEMBL.COMPOUND:CHEMBL325041,0.9944299161434174
SULFANILAMIDE,CHEMBL.COMPOUND:CHEMBL21,0.9944195747375488
DORIPENEM,CHEMBL.COMPOUND:CHEMBL491571,0.9944056570529938
TACROLIMUS,CHEMBL.COMPOUND:CHEMBL269732,0.9944029152393341
ENROFLOXACIN,CHEMBL.COMPOUND:CHEMBL15511,0.9943987727165222
SOMATOSTATIN,CHEMBL.COMPOUND:CHEMBL1823872,0.9943960011005402
CYCLOSPORINE,CHEMBL.COMPOUND:CHEMBL160,0.9943958520889282
PENICILLIN V,CHEMBL.COMPOUND:CHEMBL615,0.9943888485431671
SULBACTAM,CHEMBL.COMPOUND:CHEMBL403,0.9943820834159851
AZITHROMYCIN,CHEMBL.COMPOUND:CHEMBL529,0.9943812489509583
SIMVASTATIN,CHEMBL.COMPOUND:CHEMBL1064,0.9943667352199554
BUTANOIC ACID,CHEMBL.COMPOUND:CHEMBL14227,0.9943572580814362
MEBENDAZOLE,CHEMBL.COMPOUND:CHEMBL685,0.9943437576293945
